Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0535002243,350228,Hospital Universitario Dr. José Molina Orosa,Canarias,Las Palmas,Arrecife,Calle Carretera Arrecife- Tinajo Km 1300 0,35500,928 595 102;928 595 103;928595000,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0535003839,350271,Hospital San Roque de Guía,Canarias,Las Palmas,Santa María de Guía de Gran Canaria,Lugar Diseminado Cuesta de Caraballo 11,35450,928896500,54,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0535003845,350069,Hospital Universitario de Salud Mental Juan Carlos I,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",Calle Real del Castillo 152,35014,928302734,119,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto.,NO
0535003934,350249,Hospital Insular de Lanzarote,Canarias,Las Palmas,Arrecife,Calle Juan de Quesada S/N,35500,928810000,80,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0535004296,350401,Centro Sanitario Residencial Las Palmas (Cesar Las Palmas),Canarias,Las Palmas,"Palmas de Gran Canaria, Las",Calle Párroco Villar Reina 1,35011,928296300,52,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0535004342,350402,Hospital Polivalente Anexo Juan Carlos I,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",Calle Real del Castillo 152,35014,928450177,54,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538000115,380201,Hospital Quironsalud Vida,Canarias,Santa Cruz De Tenerife,"Orotava, La",Calle Magnolias 2,38312,922330550,24,Hospitales Generales,Privados,,Sin concierto,NO
0538000116,380103,Hospital Parque,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Calle Méndez Núñez 40-44,38003,922274400,67,Hospitales Generales,Privados,,Sin concierto,NO
0538000118,380359,Clínica Tara,Canarias,Santa Cruz De Tenerife,Tacoronte,Calle Casas Altas S/N,38399,922563351,12,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
0538000120,380282,Hospital Quirón Salud Costa Adeje,Canarias,Santa Cruz De Tenerife,Adeje,Urbanización San Eugenio S/N,38660,922752626,62,Hospitales Generales,Privados,,Sin concierto,NO
0538000121,380146,Hospital Universitario Hospiten Sur,Canarias,Santa Cruz De Tenerife,Arona,Calle Av. Marítima 8,38660,922750032,242,Hospitales Generales,Privados,,Concierto parcial,SI
0538000126,380223,Hospital Universitario Hospiten Bellevue,Canarias,Santa Cruz De Tenerife,Puerto de la Cruz,Calle Alemania 4,38400,922368822;922383551,199,Hospitales Generales,Privados,,Concierto parcial,SI
0538000130,380099,Vithas Hospital Santa Cruz,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Calle Enrique Wolfson 8,38006,922534733,62,Hospitales Generales,Privados,,Sin concierto,NO
0538000373,380295,Hospital Universitario Hospiten Rambla,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Rambla Santa Cruz 115,38001,922291600,97,Hospitales Generales,Privados,,Sin concierto,NO
0538000536,380086,Hospital Quirón Salud Tenerife,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Calle Poeta Rodriguez Herrera 1,38006,922270700,187,Hospitales Generales,Privados,,Concierto parcial,SI
0538001244,380064,Hospital San Juan de Dios Tenerife,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Carretera Santa Cruz Laguna 53,38009,922645511,141,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,SI
0538001821,380178,Hospital Universitario de Canarias,Canarias,Santa Cruz De Tenerife,San Cristóbal de La Laguna,Carretera Cuesta Taco S/N,38320,922678000,681,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538001932,380027,Hospital Universitario Nuestra Señora de Candelaria,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Carretera Rosario (Del) 145,38010,922602000,839,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538002288,380276,Hospital Insular Nuestra Señora de Los Reyes,Canarias,Santa Cruz De Tenerife,Valverde,Calle Calle Los Barriales 1,38900,922 553 505;922553505,32,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0538002289,380244,Hospital Nuestra Señora de Guadalupe,Canarias,Santa Cruz De Tenerife,San Sebastián de la Gomera,Calle Langrero S/N,38800,922140219,40,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0538002290,380316,Hospital Universitario General de La Palma,Canarias,Santa Cruz De Tenerife,Breña Alta,Carretera Cumbre (De La) 28,38713,922185000,198,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0538002380,380348,Hospital del Sur,Canarias,Santa Cruz De Tenerife,Arona,Carretera Tf-28 21,38652,922174740,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538002381,380337,Hospital del Norte,Canarias,Santa Cruz De Tenerife,Icod de los Vinos,Calle Gaviotas (Las) 22,38437,922 678 061;922678061,51,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538004230,380033,Hospital de Ofra,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Calle Santa Maria Soledad 28,38010,922602000,63,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538004244,380048,Unidades Clínicas y de Rehabilitación de Salud Mental,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Calle Domingo J Manrique 2,38006,922678000,94,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0538004740,380361,Centro Asistencial Polivalente USAN,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,Carretera Rosario (Del) 145,38010,618797024;922602370,74,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0639000197,390015,Hospital Universitario Marques de Valdecilla,Cantabria,Cantabria,Santander,Avenida Valdecilla 25,39008,942202520;942202560,923,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0639000455,390152,Hospital Mompia,Cantabria,Cantabria,Santa Cruz de Bezana,Avenida De Los Condes S/N,39108,942584100;942584114,105,Hospitales Generales,Privados,,Sin concierto,NO
0639000456,390134,Hospital Comarcal de Laredo,Cantabria,Cantabria,Laredo,Avenida Derechos Humanos S/N,39770,942638500;942638502,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0639000462,390054,Hospital Santa Clotilde,Cantabria,Cantabria,Santander,Calle General Dávila 35,39006,942211678;942217711,127,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
0639000883,390041,Hospital Mutua Montañesa,Cantabria,Cantabria,Santander,Avenida Del Faro - Pintor Eduardo Sanz 19 BAJO,39012,942204100;942204111,30,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0639000989,390149,Hospital Sierrallana,Cantabria,Cantabria,Torrelavega,Barrio Ganzo S/N,39300,942847400,301,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0639001300,390067,Centro Hospitalario Padre Menni,Cantabria,Cantabria,Santander,Avenida Cantabria 52,39012,942390060;942391260,65,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0705000769,050013,Hospital Nuestra Señora de Sonsoles,Castilla y León,Ávila,Ávila,"Avenida De Juan Carlos I, S/N S/N",05071,920358000,321,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0705000770,050049,Hospital Santa Teresa,Castilla y León,Ávila,Ávila,Avenida Santa Cruz de Tenerife 11,05005,920252525,33,Hospitales Generales,Privados,,Concierto parcial,NO
0705000771,050034,Hospital Provincial de Ávila,Castilla y León,Ávila,Ávila,"Calle Jesús del Gran Poder, 42",05003,920357200,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0705001823,050072,Hospital de Salud Mental Casta Salud Arévalo,Castilla y León,Ávila,Arévalo,"Paseo San Juan Bosco, 2",05200,920301400,80,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0709001369,090079,Hospital Santos Reyes,Castilla y León,Burgos,Aranda de Duero,Avenida Ruperta Baraya 6,09400,947522000,127,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0709001370,090098,Hospital Santiago Apóstol,Castilla y León,Burgos,Miranda de Ebro,Carretera De Oron Sn S/N,09200,947349000,114,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0709001371,090047,Hospital Recoletas de Burgos,Castilla y León,Burgos,Burgos,Calle Cruz Roja S/N,09006,947244055,83,Hospitales Generales,Privados,,Concierto parcial,NO
0709001373,090155,Hospital Universitario de Burgos. Complejo Asistencial Universitario de Burgos,Castilla y León,Burgos,Burgos,Avenida Islas Baleares 3,09006,947281810,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0709001375,090050,Hospital San Juan de Dios Burgos,Castilla y León,Burgos,Burgos,Paseo De La Isla 3,09003,947257730,160,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Concierto parcial,NO
0709001376,090026,Hospital Fuente Bermeja. Complejo Asistencial Universitario de Burgos.,Castilla y León,Burgos,Burgos,Calle Francisco Salinas Sn S/N,09003,947281810,88,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001712,240016,Hospital de León. Complejo Asistencial Universitario de León.,Castilla y León,León,León,Calle Altos de Nava S/N S/N,24080,987237400,789,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001713,240135,Hospital El Bierzo,Castilla y León,León,Ponferrada,Calle Médicos Sin Fronteras 7,24404,987455200,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0724001714,240074,Hospital HM San Francisco,Castilla y León,León,León,Calle Marqueses de San Isidro 11,24004,987202111,75,Hospitales Generales,Privados,,Concierto parcial,NO
0724001715,240212,Clínica Ponferrada Recoletas,Castilla y León,León,Ponferrada,Camino De Santiago 101,24404,987423732,46,Hospitales Generales,Privados,,Concierto parcial,NO
0724001716,240140,Hospital de La Reina,Castilla y León,León,Ponferrada,Calle Hospital 28,24401,987409109,72,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001717,240188,Hospital San Juan de Dios León,Castilla y León,León,San Andrés del Rabanedo,Avenida San Ignacio de Loyola 73,24010,987232500,297,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001718,240055,HM Regla,Castilla y León,León,León,Calle Cardenal Landázuri 2,24003,987236900,130,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001719,240021,Hospital Monte San Isidro. Complejo Asistencial Universitario de León.,Castilla y León,León,León,"Carretera Nacional N-630, Km140 S/N",24008,987227250,130,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001721,240220,Hospital Valle de Laciana,Castilla y León,León,Villablino,Avenida De Asturias Sn S/N,24100,987481057,15,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Concierto sustitutorio,NO
0724001722,240093,Hospital Santa Isabel. Complejo Asistencial Universitario de León.,Castilla y León,León,León,Avenida De Madrid 118,24080,987203000,117,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000718,340014,Hospital Rio Carrión. Complejo Asistencial Universitario de Palencia.,Castilla y León,Palencia,Palencia,Avenida Donantes de Sangre Sn S/N,34005,979167000,376,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000719,340029,Hospital San Telmo. Complejo Asistencial Universitario de Palencia.,Castilla y León,Palencia,Palencia,Avenida San Telmo S/N,34004,979167000,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000720,340053,Hospital Recoletas de Palencia,Castilla y León,Palencia,Palencia,Avenida Simón Nieto 31-34,34005,979747700,22,Hospitales Generales,Privados,,Concierto parcial,NO
0734000721,340035,Hospital Psiquiátrico San Luis,Castilla y León,Palencia,Palencia,Carretera De Burgos Sn S/N,34004,979165324,206,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
0734000722,340040,Área Psiquiatrica San Juan de Dios,Castilla y León,Palencia,Palencia,Paseo Padre Faustino Calvo 46,34005,979742300,97,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
0737001403,370037,Hospital Universitario de Salamanca. Complejo Asistencial Universitario de Salmanca,Castilla y León,Salamanca,Salamanca,Paseo De San Vicente 58-182,37007,923291160,814,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0737001404,370074,Hospital Los Montalvos. Complejo Asistencial Universitario de Salamanca.,Castilla y León,Salamanca,Carrascal de Barregas,"Carretera Ciudad Rodrigo, S/N S/N",37192,923330163,183,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0737001405,370055,Hospital General de La Santísima Trinidad,Castilla y León,Salamanca,Salamanca,"Paseo De Carmelitas, 74-94",37007,923269300,106,Hospitales Generales,Privados,,Sin concierto,NO
0740000778,400019,Hospital General de Segovia Complejo Asistencial de Segovia,Castilla y León,Segovia,Segovia,Calle Luis Erik Claveria Neurólogo Sn S/N,40002,921419100,381,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0740000779,400045,Hospital Recoletas Segovia Nuestra Señora de La Misericordia,Castilla y León,Segovia,Segovia,Calle Doctor Velasco 21-23,40003,921460112,36,Hospitales Generales,Privados,,Concierto parcial,NO
0742000617,420011,"Hospital Santa Barbara ,Complejo Asistencial de Soria",Castilla y León,Soria,Soria,"Paseo De Santa Barbara, S/N S/N",42005,975234300,232,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0742000618,420026,"Hospital Virgen del Mirón ,Complejo Asistencial de Soria",Castilla y León,Soria,Soria,Carretera De Logroño 8,42005,975220850,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0742001402,420051,Hospital Latorre,Castilla y León,Soria,Soria,"Camino De Los Royales, 8 S/N",42005,975950450,29,Hospitales Generales,Privados,,Concierto parcial,NO
0747001312,470029,Hospital Clínico Universitario de Valladolid,Castilla y León,Valladolid,Valladolid,Avenida Ramon y Cajal 3,47003,983420000,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0747001314,470091,Hospital Medina del Campo,Castilla y León,Valladolid,Medina del Campo,Calle Peñaranda de Bracamonte 24,47400,983838000,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0747001315,470113,Hospital Recoletas Campo Grande,Castilla y León,Valladolid,Valladolid,Plaza De Colon Sn S/N,47007,983135555,99,Hospitales Generales,Privados,,Concierto parcial,NO
0747001316,470105,Hospital de Valladolid Felipe Ir,Castilla y León,Valladolid,Valladolid,Calle Felipe Ir 9,47003,983358000,79,Hospitales Generales,Privados,,Concierto parcial,NO
0747001317,470053,Sanatorio Sagrado Corazón,Castilla y León,Valladolid,Valladolid,Calle Fidel Recio 1,47002,983299000,48,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0747001319,470014,Hospital Universitario Rio Hortega,Castilla y León,Valladolid,Valladolid,Calle Dulzaina 2,47012,983420400,596,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0747001322,470072,Centro Hospitalario Benito Menni,Castilla y León,Valladolid,Valladolid,Paseo Juan Carlos I 10,47008,983272600,240,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Concierto parcial,NO
0747004211,470124,Hospital Casaverde Valladolid,Castilla y León,Valladolid,Valladolid,Calle Universo C.V. A C Astrofísico Carlos Sánchez Magro S/N,47011,0034000000000,99,Hospitales especializados,Privados,,Concierto parcial,NO
0749000895,490013,Hospital Virgen de La Concha Complejo Asistencial de Zamora,Castilla y León,Zamora,Zamora,Avenida Requejo 35,49022,980548200,349,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000896,490028,Hospital Provincial de Zamora Complejo Asistencial de Zamora,Castilla y León,Zamora,Zamora,Calle Hernan Cortes 40,49021,980520200,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000897,490065,Hospital de Benavente Complejo Asistencial de Zamora,Castilla y León,Zamora,Benavente,Calle Hospital San Juan 4-6,49600,980631900,51,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000898,490081,Hospital Recoletas de Zamora,Castilla y León,Zamora,Zamora,Calle Pinar 7,49023,980545300,44,Hospitales Generales,Privados,,Concierto parcial,NO
0802000003,020096,Hospital de Hellín,Castilla-La Mancha,Albacete,Hellín,Calle Juan Ramon Jimenez 40,02400,967309500,135,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0802000031,020100,Hospital Quironsalud Albacete,Castilla-La Mancha,Albacete,Albacete,Plaza Del Madroño 11,02008,967190072,65,Hospitales Generales,Privados,,Concierto parcial,NO
0802000048,020061,Hospital Quironsalud Santa Cristina,Castilla-La Mancha,Albacete,Albacete,Calle Perez Galdós 7-9,02003,967223300,42,Hospitales Generales,Privados,,Concierto parcial,NO
0802000130,020030,Hospital General Universitario de Albacete,Castilla-La Mancha,Albacete,Albacete,Calle Hermanos Falco 37,02006,967597100,510,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
